-2.312500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,-6.250000000000000000e-01,8.125000000000000000e-01,1.750000000000000000e+00,2.625000000000000000e+00,4.437500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,7.937500000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,6.875000000000000000e+00,5.375000000000000000e+00,3.812500000000000000e+00,2.250000000000000000e+00,7.500000000000000000e-01,3.750000000000000000e-01,4.375000000000000000e-01,5.000000000000000000e-01,1.125000000000000000e+00,1.625000000000000000e+00,2.125000000000000000e+00,1.250000000000000000e+00,1.312500000000000000e+00,1.375000000000000000e+00,1.750000000000000000e+00,2.187500000000000000e+00,3.937500000000000000e+00,4.937500000000000000e+00,5.250000000000000000e+00,5.312500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,4.875000000000000000e+00,3.625000000000000000e+00,2.812500000000000000e+00,1.750000000000000000e+00,0.000000000000000000e+00,-1.875000000000000000e-01,-1.375000000000000000e+00,-2.062500000000000000e+00,-2.375000000000000000e+00,-2.812500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,5.687500000000000000e+00,5.687500000000000000e+00,5.125000000000000000e+00,4.062500000000000000e+00,2.625000000000000000e+00,9.375000000000000000e-01
6.250000000000000000e-02,1.875000000000000000e-01,-2.000000000000000000e+00,1.660390496253967285e+00,-4.812500000000000000e+00,-6.937500000000000000e+00,-6.937500000000000000e+00,-3.875000000000000000e+00,1.660390496253967285e+00,2.625000000000000000e+00,6.125000000000000000e+00,5.875000000000000000e+00,6.437500000000000000e+00,6.812500000000000000e+00,7.125000000000000000e+00,7.187500000000000000e+00,7.937500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,-4.375000000000000000e+00,-4.375000000000000000e+00,-4.312500000000000000e+00,-2.750000000000000000e+00,-1.250000000000000000e+00,-4.375000000000000000e-01,5.625000000000000000e-01,1.660390496253967285e+00,2.500000000000000000e+00,3.000000000000000000e+00,2.625000000000000000e+00,3.000000000000000000e+00,2.187500000000000000e+00,2.750000000000000000e+00,3.312500000000000000e+00,4.625000000000000000e+00,5.437500000000000000e+00,6.875000000000000000e+00,1.660390496253967285e+00,4.937500000000000000e+00,3.375000000000000000e+00,1.625000000000000000e+00,-1.125000000000000000e+00,-2.812500000000000000e+00,-4.187500000000000000e+00,-5.562500000000000000e+00,-5.437500000000000000e+00,-5.437500000000000000e+00,-5.250000000000000000e+00,-3.437500000000000000e+00,-1.875000000000000000e+00,-1.250000000000000000e-01,1.687500000000000000e+00,3.375000000000000000e+00,3.312500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00
-1.937500000000000000e+00,-2.750000000000000000e+00,-3.000000000000000000e+00,-2.625000000000000000e+00,-1.875000000000000000e+00,-1.062500000000000000e+00,1.187500000000000000e+00,3.062500000000000000e+00,3.187500000000000000e+00,2.750000000000000000e+00,3.250000000000000000e+00,1.687500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.062500000000000000e+00,4.125000000000000000e+00,4.250000000000000000e+00,4.312500000000000000e+00,4.375000000000000000e+00,4.375000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,-4.812500000000000000e+00,-4.812500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.562500000000000000e+00,2.187500000000000000e+00,1.937500000000000000e+00,4.312500000000000000e+00,4.375000000000000000e+00,4.812500000000000000e+00,5.562500000000000000e+00,7.000000000000000000e+00,7.500000000000000000e+00,5.000000000000000000e+00,1.660390496253967285e+00,-4.375000000000000000e-01,-3.375000000000000000e+00,-3.187500000000000000e+00,-9.375000000000000000e-01,9.375000000000000000e-01,1.187500000000000000e+00,1.562500000000000000e+00,1.625000000000000000e+00,-5.000000000000000000e-01,-2.437500000000000000e+00,-3.000000000000000000e+00,-2.687500000000000000e+00,-2.812500000000000000e+00,-2.875000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00
-1.000000000000000000e+00,-6.250000000000000000e-01,-3.125000000000000000e-01,-1.875000000000000000e-01,-6.250000000000000000e-01,-1.187500000000000000e+00,-1.812500000000000000e+00,-2.312500000000000000e+00,-1.187500000000000000e+00,-8.125000000000000000e-01,-3.125000000000000000e-01,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,2.125000000000000000e+00,2.250000000000000000e+00,2.312500000000000000e+00,2.562500000000000000e+00,2.937500000000000000e+00,2.562500000000000000e+00,2.562500000000000000e+00,1.625000000000000000e+00,1.660390496253967285e+00,-1.312500000000000000e+00,-2.625000000000000000e+00,-2.625000000000000000e+00,-3.062500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,6.812500000000000000e+00,7.000000000000000000e+00,7.125000000000000000e+00,7.187500000000000000e+00,7.187500000000000000e+00,7.687500000000000000e+00,7.687500000000000000e+00,7.750000000000000000e+00,1.660390496253967285e+00,7.875000000000000000e+00,4.437500000000000000e+00,2.312500000000000000e+00,-5.625000000000000000e-01,-5.625000000000000000e-01,-5.625000000000000000e-01,2.312500000000000000e+00,5.125000000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00
3.437500000000000000e+00,3.375000000000000000e+00,3.250000000000000000e+00,3.375000000000000000e+00,2.250000000000000000e+00,1.875000000000000000e+00,1.937500000000000000e+00,2.187500000000000000e+00,8.750000000000000000e-01,1.660390496253967285e+00,-3.562500000000000000e+00,-5.500000000000000000e+00,-5.500000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,3.062500000000000000e+00,3.062500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,2.812500000000000000e+00,2.687500000000000000e+00,1.750000000000000000e+00,6.875000000000000000e-01,-2.500000000000000000e-01,-1.125000000000000000e+00,-1.937500000000000000e+00,-3.750000000000000000e-01,1.660390496253967285e+00,2.812500000000000000e+00,4.812500000000000000e+00,5.250000000000000000e+00,6.000000000000000000e+00,6.437500000000000000e+00,7.000000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,4.937500000000000000e+00,5.437500000000000000e+00,5.687500000000000000e+00,7.062500000000000000e+00,7.000000000000000000e+00,7.062500000000000000e+00,7.125000000000000000e+00,7.187500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00
6.625000000000000000e+00,7.187500000000000000e+00,6.062500000000000000e+00,5.000000000000000000e+00,3.937500000000000000e+00,2.562500000000000000e+00,1.250000000000000000e+00,1.250000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,-3.437500000000000000e+00,-4.000000000000000000e+00,-4.375000000000000000e+00,-5.625000000000000000e+00,-2.250000000000000000e+00,1.660390496253967285e+00,2.875000000000000000e+00,4.937500000000000000e+00,4.125000000000000000e+00,4.062500000000000000e+00,4.062500000000000000e+00,5.375000000000000000e+00,5.375000000000000000e+00,4.250000000000000000e+00,1.812500000000000000e+00,-6.875000000000000000e-01,-2.687500000000000000e+00,-3.625000000000000000e+00,-3.187500000000000000e+00,-2.750000000000000000e+00,-2.250000000000000000e+00,-2.312500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.187500000000000000e+00,8.125000000000000000e-01,5.000000000000000000e-01,5.625000000000000000e-01,1.500000000000000000e+00,2.125000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,4.125000000000000000e+00,3.812500000000000000e+00,3.000000000000000000e+00,3.062500000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.750000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,4.687500000000000000e+00,3.125000000000000000e+00,1.500000000000000000e+00,8.750000000000000000e-01,1.125000000000000000e+00,2.500000000000000000e-01,8.750000000000000000e-01,1.750000000000000000e+00,1.660390496253967285e+00
6.500000000000000000e+00,7.187500000000000000e+00,6.875000000000000000e+00,6.187500000000000000e+00,4.875000000000000000e+00,3.000000000000000000e+00,2.062500000000000000e+00,1.062500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,-3.250000000000000000e+00,-2.750000000000000000e+00,-6.875000000000000000e-01,1.750000000000000000e+00,3.000000000000000000e+00,4.625000000000000000e+00,1.660390496253967285e+00,3.625000000000000000e+00,1.875000000000000000e+00,1.625000000000000000e+00,9.375000000000000000e-01,5.625000000000000000e-01,5.000000000000000000e-01,4.375000000000000000e-01,1.660390496253967285e+00,5.625000000000000000e-01,8.125000000000000000e-01,8.125000000000000000e-01,8.125000000000000000e-01,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,6.312500000000000000e+00,6.062500000000000000e+00,5.937500000000000000e+00,5.750000000000000000e+00,5.687500000000000000e+00,5.125000000000000000e+00,5.062500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,-1.375000000000000000e+00,-1.375000000000000000e+00,-1.437500000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00
2.875000000000000000e+00,2.875000000000000000e+00,2.875000000000000000e+00,2.812500000000000000e+00,2.687500000000000000e+00,2.000000000000000000e+00,1.812500000000000000e+00,1.500000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,-1.750000000000000000e+00,-1.750000000000000000e+00,-1.062500000000000000e+00,-8.750000000000000000e-01,-6.250000000000000000e-01,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,-7.750000000000000000e+00,-7.750000000000000000e+00,-7.750000000000000000e+00,-7.687500000000000000e+00,-7.687500000000000000e+00,-7.750000000000000000e+00,-7.750000000000000000e+00,-4.062500000000000000e+00,1.660390496253967285e+00,2.375000000000000000e+00,5.687500000000000000e+00,1.660390496253967285e+00,3.500000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.937500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,5.937500000000000000e+00,6.187500000000000000e+00,6.187500000000000000e+00,6.125000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00
6.312500000000000000e+00,4.937500000000000000e+00,4.312500000000000000e+00,2.437500000000000000e+00,6.875000000000000000e-01,-1.937500000000000000e+00,-2.312500000000000000e+00,-8.125000000000000000e-01,-3.750000000000000000e-01,1.875000000000000000e-01,1.625000000000000000e+00,1.312500000000000000e+00,6.250000000000000000e-02,-2.500000000000000000e-01,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,7.750000000000000000e+00,7.562500000000000000e+00,5.250000000000000000e+00,4.437500000000000000e+00,3.687500000000000000e+00,2.000000000000000000e+00,1.875000000000000000e-01,3.750000000000000000e-01,-1.000000000000000000e+00,-2.187500000000000000e+00,-2.562500000000000000e+00,-2.687500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,7.625000000000000000e+00,7.625000000000000000e+00,7.625000000000000000e+00,7.625000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,-1.687500000000000000e+00,-6.875000000000000000e-01,-8.750000000000000000e-01
1.660390496253967285e+00,1.660390496253967285e+00,-3.437500000000000000e+00,-3.500000000000000000e+00,-2.500000000000000000e+00,-2.812500000000000000e+00,-3.187500000000000000e+00,-2.187500000000000000e+00,-1.687500000000000000e+00,-2.125000000000000000e+00,5.625000000000000000e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,2.375000000000000000e+00,2.250000000000000000e+00,2.187500000000000000e+00,6.875000000000000000e-01,1.125000000000000000e+00,9.375000000000000000e-01,6.250000000000000000e-01,3.750000000000000000e-01,1.437500000000000000e+00,2.562500000000000000e+00,3.625000000000000000e+00,4.625000000000000000e+00,5.375000000000000000e+00,4.937500000000000000e+00,4.125000000000000000e+00,3.375000000000000000e+00,2.875000000000000000e+00,2.375000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,4.187500000000000000e+00,4.187500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,7.937500000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,3.062500000000000000e+00
-4.500000000000000000e+00,-4.375000000000000000e+00,-4.375000000000000000e+00,-4.187500000000000000e+00,-3.062500000000000000e+00,-2.375000000000000000e+00,-1.187500000000000000e+00,-7.500000000000000000e-01,1.500000000000000000e+00,1.562500000000000000e+00,2.312500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,6.250000000000000000e-02,-3.125000000000000000e-01,-5.625000000000000000e-01,-1.500000000000000000e+00,-5.000000000000000000e-01,-1.875000000000000000e-01,3.125000000000000000e-01,1.660390496253967285e+00,1.660390496253967285e+00,4.687500000000000000e+00,4.687500000000000000e+00,4.500000000000000000e+00,4.437500000000000000e+00,4.375000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,6.250000000000000000e-01,2.125000000000000000e+00,3.312500000000000000e+00,5.312500000000000000e+00,6.437500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,4.187500000000000000e+00,3.375000000000000000e+00
-8.750000000000000000e-01,-8.750000000000000000e-01,-6.250000000000000000e-01,-7.500000000000000000e-01,-8.125000000000000000e-01,-2.500000000000000000e-01,8.125000000000000000e-01,1.625000000000000000e+00,1.437500000000000000e+00,2.062500000000000000e+00,2.000000000000000000e+00,1.250000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,-3.687500000000000000e+00,-2.062500000000000000e+00,-2.062500000000000000e+00,-1.250000000000000000e-01,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,2.687500000000000000e+00,2.687500000000000000e+00,2.625000000000000000e+00,2.625000000000000000e+00,2.625000000000000000e+00,2.687500000000000000e+00,2.687500000000000000e+00,2.750000000000000000e+00,2.750000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,3.937500000000000000e+00,4.937500000000000000e+00,4.937500000000000000e+00,7.187500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,3.500000000000000000e+00,1.875000000000000000e+00,1.875000000000000000e+00,-1.250000000000000000e-01,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00
2.187500000000000000e+00,1.812500000000000000e+00,2.062500000000000000e+00,1.500000000000000000e+00,1.687500000000000000e+00,1.750000000000000000e+00,1.625000000000000000e+00,5.000000000000000000e-01,8.750000000000000000e-01,-7.500000000000000000e-01,-1.312500000000000000e+00,-1.375000000000000000e+00,-1.437500000000000000e+00,-2.437500000000000000e+00,-1.187500000000000000e+00,-8.125000000000000000e-01,-6.250000000000000000e-01,0.000000000000000000e+00,1.250000000000000000e+00,2.750000000000000000e+00,3.250000000000000000e+00,4.562500000000000000e+00,1.660390496253967285e+00,6.875000000000000000e+00,6.562500000000000000e+00,5.875000000000000000e+00,4.625000000000000000e+00,3.000000000000000000e+00,2.125000000000000000e+00,6.875000000000000000e-01,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.250000000000000000e+00,2.375000000000000000e+00,3.062500000000000000e+00,3.625000000000000000e+00,5.375000000000000000e+00,6.562500000000000000e+00,6.812500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,7.937500000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,1.660390496253967285e+00,6.687500000000000000e+00,6.500000000000000000e+00,5.375000000000000000e+00,4.187500000000000000e+00,3.562500000000000000e+00,3.375000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00
-1.250000000000000000e-01,3.125000000000000000e-01,3.125000000000000000e-01,3.125000000000000000e-01,6.875000000000000000e-01,1.875000000000000000e-01,-1.875000000000000000e-01,-6.250000000000000000e-02,1.250000000000000000e-01,-2.500000000000000000e-01,2.500000000000000000e-01,3.750000000000000000e-01,1.125000000000000000e+00,1.750000000000000000e+00,2.625000000000000000e+00,2.875000000000000000e+00,3.500000000000000000e+00,4.125000000000000000e+00,1.660390496253967285e+00,2.562500000000000000e+00,2.187500000000000000e+00,2.187500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,4.625000000000000000e+00,4.625000000000000000e+00,4.625000000000000000e+00,3.687500000000000000e+00,4.375000000000000000e+00,5.062500000000000000e+00,5.687500000000000000e+00,6.000000000000000000e+00,7.937500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.750000000000000000e+00,2.687500000000000000e+00,3.375000000000000000e+00,3.500000000000000000e+00,3.125000000000000000e+00,3.875000000000000000e+00,4.250000000000000000e+00,4.562500000000000000e+00,6.312500000000000000e+00,7.812500000000000000e+00,7.750000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00
2.312500000000000000e+00,1.375000000000000000e+00,-1.250000000000000000e-01,6.250000000000000000e-02,-1.250000000000000000e-01,-5.625000000000000000e-01,-1.250000000000000000e+00,-1.562500000000000000e+00,-1.812500000000000000e+00,-1.187500000000000000e+00,1.875000000000000000e-01,1.687500000000000000e+00,2.937500000000000000e+00,4.312500000000000000e+00,5.312500000000000000e+00,5.750000000000000000e+00,6.312500000000000000e+00,6.750000000000000000e+00,7.187500000000000000e+00,7.187500000000000000e+00,7.187500000000000000e+00,7.187500000000000000e+00,7.187500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,7.937500000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,7.937500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,3.750000000000000000e+00,3.562500000000000000e+00,3.250000000000000000e+00,2.812500000000000000e+00,2.250000000000000000e+00,1.875000000000000000e+00,1.500000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,6.250000000000000000e-01,6.250000000000000000e-01,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,7.937500000000000000e+00,5.000000000000000000e+00,1.660390496253967285e+00,1.312500000000000000e+00,-1.250000000000000000e-01
2.750000000000000000e+00,1.750000000000000000e+00,9.375000000000000000e-01,9.375000000000000000e-01,4.375000000000000000e-01,-5.000000000000000000e-01,-4.375000000000000000e-01,-6.250000000000000000e-01,-1.750000000000000000e+00,-1.875000000000000000e-01,2.312500000000000000e+00,4.000000000000000000e+00,5.687500000000000000e+00,7.500000000000000000e+00,6.687500000000000000e+00,6.437500000000000000e+00,4.875000000000000000e+00,3.187500000000000000e+00,1.625000000000000000e+00,6.875000000000000000e-01,-5.000000000000000000e-01,-5.625000000000000000e-01,-6.250000000000000000e-01,1.660390496253967285e+00,4.375000000000000000e-01,3.125000000000000000e-01,1.875000000000000000e-01,3.750000000000000000e-01,3.750000000000000000e-01,-1.875000000000000000e-01,-2.500000000000000000e-01,1.660390496253967285e+00,1.660390496253967285e+00,-1.875000000000000000e+00,-1.875000000000000000e+00,-1.875000000000000000e+00,-8.125000000000000000e-01,1.660390496253967285e+00,2.375000000000000000e+00,3.750000000000000000e+00,3.500000000000000000e+00,3.375000000000000000e+00,2.187500000000000000e+00,4.375000000000000000e-01,-3.750000000000000000e-01,-1.437500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,2.312500000000000000e+00,2.375000000000000000e+00,2.437500000000000000e+00,2.937500000000000000e+00,2.625000000000000000e+00,2.125000000000000000e+00,2.062500000000000000e+00,1.937500000000000000e+00,1.187500000000000000e+00,1.660390496253967285e+00,-1.562500000000000000e+00
9.375000000000000000e-01,1.250000000000000000e-01,-2.500000000000000000e-01,-1.250000000000000000e-01,1.062500000000000000e+00,1.187500000000000000e+00,1.625000000000000000e+00,1.625000000000000000e+00,8.125000000000000000e-01,-1.875000000000000000e-01,-4.375000000000000000e-01,-4.375000000000000000e-01,-2.500000000000000000e-01,3.750000000000000000e-01,1.187500000000000000e+00,1.937500000000000000e+00,2.562500000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,6.875000000000000000e-01,1.660390496253967285e+00,-2.875000000000000000e+00,-5.562500000000000000e+00,-5.562500000000000000e+00,-3.562500000000000000e+00,1.660390496253967285e+00,-6.250000000000000000e-02,2.312500000000000000e+00,1.937500000000000000e+00,2.437500000000000000e+00,2.250000000000000000e+00,1.250000000000000000e+00,1.660390496253967285e+00,6.250000000000000000e-02,-1.375000000000000000e+00,-1.375000000000000000e+00,-1.375000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,6.250000000000000000e+00,6.062500000000000000e+00,6.062500000000000000e+00,3.500000000000000000e+00,1.660390496253967285e+00,1.500000000000000000e+00,6.250000000000000000e-01,9.375000000000000000e-01,2.937500000000000000e+00,3.312500000000000000e+00,3.625000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,5.000000000000000000e-01,1.937500000000000000e+00,5.625000000000000000e-01,4.375000000000000000e-01,-5.625000000000000000e-01
1.660390496253967285e+00,-1.875000000000000000e+00,-1.875000000000000000e-01,-1.875000000000000000e-01,2.437500000000000000e+00,1.660390496253967285e+00,3.937500000000000000e+00,3.062500000000000000e+00,2.750000000000000000e+00,2.250000000000000000e+00,1.812500000000000000e+00,1.750000000000000000e+00,1.625000000000000000e+00,1.562500000000000000e+00,1.250000000000000000e+00,1.312500000000000000e+00,1.312500000000000000e+00,1.375000000000000000e+00,1.375000000000000000e+00,2.312500000000000000e+00,1.660390496253967285e+00,1.625000000000000000e+00,8.750000000000000000e-01,1.500000000000000000e+00,-1.250000000000000000e-01,-1.125000000000000000e+00,1.250000000000000000e-01,9.375000000000000000e-01,5.625000000000000000e-01,1.562500000000000000e+00,2.187500000000000000e+00,2.125000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.375000000000000000e+00,1.375000000000000000e+00,1.375000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,2.000000000000000000e+00,1.250000000000000000e+00,2.562500000000000000e+00,2.062500000000000000e+00,2.062500000000000000e+00,2.187500000000000000e+00,2.250000000000000000e+00
4.250000000000000000e+00,1.660390496253967285e+00,4.312500000000000000e+00,4.125000000000000000e+00,4.125000000000000000e+00,4.875000000000000000e+00,3.937500000000000000e+00,2.625000000000000000e+00,1.937500000000000000e+00,1.437500000000000000e+00,3.125000000000000000e-01,8.750000000000000000e-01,1.750000000000000000e+00,2.875000000000000000e+00,3.187500000000000000e+00,3.500000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,7.500000000000000000e-01,6.250000000000000000e-01,5.625000000000000000e-01,5.000000000000000000e-01,-3.125000000000000000e-01,1.660390496253967285e+00,-1.812500000000000000e+00,-2.437500000000000000e+00,-2.437500000000000000e+00,-2.125000000000000000e+00,-2.062500000000000000e+00,-1.250000000000000000e+00,1.660390496253967285e+00,3.687500000000000000e+00,5.312500000000000000e+00,5.312500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.660390496253967285e+00,-2.062500000000000000e+00,-2.062500000000000000e+00,-2.062500000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,1.312500000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.625000000000000000e+00,1.660390496253967285e+00,1.660390496253967285e+00,4.687500000000000000e+00,5.000000000000000000e+00,5.125000000000000000e+00,5.125000000000000000e+00,4.687500000000000000e+00,4.187500000000000000e+00,3.750000000000000000e+00
